#Gen	m	ibd	hibd	ko	ke	s2	thke	Nke	Nbke	lethal	hoDel	he	hoDom	Nobs
431	1	0.006	0.0425	93	45.3348	127.675	44.3348	92360.2	14818.4	1	0	0	2000	10000
432	0	0.0065	0.046	90	39.8123	145.995	38.8123	80855.5	14834	1	1	28	1971	10000
432	1	0.007	0.043	94	44.0214	145.995	43.0214	89624	16442.7	1	0	0	2000	10000
433	0	0.006	0.047	89	37.6078	143.414	36.6078	76262.9	13744	3	0	34	1966	10000
433	1	0.008	0.044	90	44.0589	143.414	43.0589	89702.3	16166.1	3	0	0	2000	10000
434	0	0.012	0.0475	91	37.6087	138.139	36.6087	76264.8	13238.9	4	0	27	1973	10000
434	1	0.011	0.038	90	44.8122	138.139	43.8122	91271.4	15843.9	4	0	0	2000	10000
435	0	0.0105	0.0525	87	37.1718	137.451	36.1718	75354.7	13015.7	1	0	27	1973	10000
435	1	0.0115	0.045	87	43.9524	137.451	42.9524	89480.4	15455.6	1	0	0	2000	10000
436	0	0.0055	0.035	86	37.7122	153.216	36.7122	76480.5	14725.3	4	0	21	1979	10000
436	1	0.008	0.0435	88	43.2026	153.216	42.2026	87918.4	16927.5	4	0	0	2000	10000
437	0	0.0115	0.0465	88	37.4273	139.949	36.4273	75886.9	13345.8	8	0	20	1980	10000
437	1	0.009	0.036	90	42.4196	139.949	41.4196	86287.2	15174.9	8	0	0	2000	10000
438	0	0.007	0.049	86	38.279	153.035	37.279	77661.2	14935	2	0	20	1980	10000
438	1	0.0105	0.048	89	42.1959	153.035	41.1959	85821.1	16504.2	2	0	0	2000	10000
439	0	0.0055	0.0485	84	38.303	183.269	37.303	77711.3	17897.1	4	1	14	1985	10000
439	1	0.0035	0.048	89	42.8754	183.269	41.8754	87236.8	20090.9	4	0	0	2000	10000
440	0	0.006	0.04	84	38.5473	145.855	37.5473	78220.3	14336.7	1	0	13	1987	10000
440	1	0.0085	0.033	88	41.9584	145.855	40.9584	85326.4	15639.2	1	0	0	2000	10000
441	0	0.012	0.042	85	37.7722	150.416	36.7722	76605.5	14479.9	1	0	11	1989	10000
441	1	0.0095	0.0515	89	41.7489	150.416	40.7489	84889.8	16045.8	1	0	0	2000	10000
442	0	0.0095	0.0415	86	38.9179	143.857	37.9179	78992.2	14279.9	3	0	13	1987	10000
442	1	0.007	0.0425	89	42.1712	143.857	41.1712	85769.7	15505.1	3	0	0	2000	10000
443	0	0.0065	0.0465	86	38.8995	139.155	37.8995	78954	13806.5	5	0	17	1983	10000
443	1	0.0075	0.0425	88	42.341	139.155	41.341	86123.5	15060.2	5	0	0	2000	10000
444	0	0.0055	0.041	85	39.1878	169.661	38.1878	79554.6	16961.2	1	0	11	1989	10000
444	1	0.0105	0.0465	87	41.1974	169.661	40.1974	83741	17853.8	1	0	0	2000	10000
445	0	0.0075	0.0405	87	40.0778	146.263	39.0778	81408.5	14962.9	3	0	7	1993	10000
445	1	0.008	0.039	86	41.5241	146.263	40.5241	84421.7	15516.7	3	0	0	2000	10000
446	0	0.0085	0.0485	88	38.5821	152.236	37.5821	78292.7	14977.8	1	0	9	1991	10000
446	1	0.007	0.0475	86	41.3706	152.236	40.3706	84101.9	16089.2	1	0	0	2000	10000
447	0	0.0075	0.046	87	39.0606	132.341	38.0606	79289.5	13186.2	3	0	8	1992	10000
447	1	0.0045	0.041	86	41.4087	132.341	40.4087	84181.3	13999.7	3	0	0	2000	10000
448	0	0.0075	0.041	86	39.3263	127.576	38.3263	79843.1	12800.2	1	0	15	1985	10000
448	1	0.0085	0.0435	87	40.8561	127.576	39.8561	83030.1	13311.2	1	0	0	2000	10000
449	0	0.01	0.041	85	39.0016	145.143	38.0016	79166.6	14439.4	1	0	6	1994	10000
449	1	0.01	0.047	83	41.4096	145.143	40.4096	84183.1	15354.4	1	0	0	2000	10000
450	0	0.006	0.04	89	39.9178	156.126	38.9178	81075.2	15906.5	0	0	9	1991	10000
450	1	0.0065	0.053	87	40.9023	156.126	39.9023	83126.3	16308.9	0	0	0	2000	10000
451	0	0.0075	0.0425	89	39.6786	143.984	38.6786	80577	14579.3	2	0	19	1981	10000
451	1	0.0095	0.0445	87	40.7789	143.984	39.7789	82869.1	14994	2	0	0	2000	10000
452	0	0.008	0.043	87	38.966	145.645	37.966	79092.5	14475.7	1	0	16	1984	10000
452	1	0.009	0.05	85	39.6246	145.645	38.6246	80464.4	14726.8	1	0	0	2000	10000
453	0	0.0075	0.041	87	39.29	143.188	38.29	79767.5	14353	1	0	14	1986	10000
453	1	0.0105	0.0505	84	38.8003	143.188	37.8003	78747.3	14169.4	1	0	0	2000	10000
454	0	0.008	0.0445	87	39.1642	122.29	38.1642	79505.4	12217.9	3	0	16	1984	10000
454	1	0.0065	0.0455	85	39.3302	122.29	38.3302	79851.2	12271	3	0	0	2000	10000
455	0	0.0065	0.0425	85	39.4781	154.618	38.4781	80159.3	15574.9	1	0	17	1983	10000
455	1	0.007	0.0405	86	39.0875	154.618	38.0875	79345.6	15416.8	1	0	0	2000	10000
456	0	0.01	0.044	86	39.239	138.724	38.239	79661.1	13887	0	0	20	1980	10000
456	1	0.0085	0.0395	84	38.8897	138.724	37.8897	78933.5	13760.1	0	0	0	2000	10000
457	0	0.0095	0.0445	86	39.0109	167.599	38.0109	79186	16677.5	0	0	20	1980	10000
457	1	0.009	0.0485	81	38.8831	167.599	37.8831	78919.7	16621.4	0	0	0	2000	10000
458	0	0.009	0.0425	84	37.1915	157.086	36.1915	75395.7	14883.1	2	0	8	1992	10000
458	1	0.01	0.0455	80	38.173	157.086	37.173	77440.5	15286.8	2	0	0	2000	10000
459	0	0.0105	0.048	86	38.722	163.131	37.722	78584.1	16109.5	1	0	14	1986	10000
459	1	0.0105	0.0425	81	39.0492	163.131	38.0492	79265.7	16249.2	1	0	0	2000	10000
460	0	0.005	0.049	82	38.5918	147.181	37.5918	78312.9	14484.3	0	1	18	1981	10000
460	1	0.006	0.0475	80	40.5326	147.181	39.5326	82356.1	15232.1	0	0	0	2000	10000
461	0	0.01	0.046	84	38.902	149.953	37.902	78959.1	14878.8	0	0	26	1974	10000
461	1	0.0075	0.037	78	39.9381	149.953	38.9381	81117.6	15285.5	0	0	0	2000	10000
462	0	0.0115	0.0465	84	39.904	127.967	38.904	81046.6	13032.9	0	0	43	1957	10000
462	1	0.011	0.0485	78	40.4619	127.967	39.4619	82208.7	13219.8	0	0	0	2000	10000
463	0	0.009	0.0535	84	39.6922	136.538	38.6922	80605.3	13830.1	3	0	54	1946	10000
463	1	0.009	0.0455	76	40.0661	136.538	39.0661	81384.3	13963.8	3	0	0	2000	10000
464	0	0.008	0.039	82	40.1085	135.734	39.1085	81472.6	13896.7	4	1	44	1955	10000
464	1	0.007	0.0495	76	40.2404	135.734	39.2404	81747.4	13943.5	4	0	0	2000	10000
465	0	0.01	0.0525	82	40.1663	122.898	39.1663	81593	12601	1	0	35	1965	10000
465	1	0.0105	0.054	76	39.6749	122.898	38.6749	80569.2	12442.9	1	0	0	2000	10000
466	0	0.01	0.042	82	40.8632	128.34	39.8632	83044.9	13393.2	2	0	32	1968	10000
466	1	0.0065	0.043	78	39.4734	128.34	38.4734	80149.6	12926.2	2	0	0	2000	10000
467	0	0.0065	0.0445	83	43.3339	149.381	42.3339	88191.9	16555.2	0	1	39	1960	10000
467	1	0.0095	0.034	78	38.3171	149.381	37.3171	77740.7	14593.3	0	0	0	2000	10000
468	0	0.0085	0.039	84	42.912	133.708	41.912	87313	14670.5	2	0	45	1955	10000
468	1	0.0085	0.0495	78	38.0445	133.708	37.0445	77172.8	12966.7	2	0	0	2000	10000
469	0	0.0065	0.043	83	40.2471	140.376	39.2471	81761.4	14422.8	1	1	34	1965	10000
469	1	0.006	0.0515	78	36.3956	140.376	35.3956	73737.6	13007.4	1	0	0	2000	10000
470	0	0.0085	0.0385	80	39.0318	170.483	38.0318	79229.6	16973.8	1	1	42	1957	10000
470	1	0.008	0.046	78	36.7304	170.483	35.7304	74435.3	15946.7	1	0	0	2000	10000
471	0	0.005	0.0395	82	39.3552	135.701	38.3552	79903.2	13625.7	0	1	34	1965	10000
471	1	0.008	0.046	78	37.5435	135.701	36.5435	76129.1	12982.1	0	0	0	2000	10000
472	0	0.0125	0.044	81	38.6158	137.649	37.6158	78363	13554.9	1	0	28	1972	10000
472	1	0.012	0.047	76	39.8987	137.649	38.8987	81035.4	14017.1	1	0	0	2000	10000
473	0	0.0075	0.041	81	39.0541	131.179	38.0541	79276	13068.2	1	0	35	1965	10000
473	1	0.006	0.0405	77	39.9598	131.179	38.9598	81162.9	13379.3	1	0	0	2000	10000
474	0	0.01	0.0455	82	39.6328	140.439	38.6328	80481.6	14203.5	1	1	34	1965	10000
474	1	0.01	0.0425	77	39.7812	140.439	38.7812	80790.7	14258	1	0	0	2000	10000
475	0	0.0105	0.052	82	39.594	151.695	38.594	80400.7	15326.4	2	0	26	1974	10000
475	1	0.0095	0.0465	77	39.2813	151.695	38.2813	79749.4	15202.2	2	0	0	2000	10000
476	0	0.007	0.033	80	39.9467	156.209	38.9467	81135.4	15926.7	1	0	32	1968	10000
476	1	0.0075	0.0445	79	38.1563	156.209	37.1563	77405.6	15194.6	1	0	0	2000	10000
477	0	0.0065	0.0435	77	40.449	135.15	39.449	82181.9	13957.4	2	0	26	1974	10000
477	1	0.0065	0.0375	78	39.498	135.15	38.498	80200.7	13620.9	2	0	0	2000	10000
478	0	0.0095	0.0435	79	38.6582	128.111	37.6582	78451.2	12629.8	3	2	36	1962	10000
478	1	0.0095	0.0505	78	38.3215	128.111	37.3215	77749.9	12516.9	3	0	0	2000	10000
479	0	0.0085	0.043	79	39.481	139.124	38.481	80165.4	14015.2	0	1	32	1967	10000
479	1	0.007	0.039	78	37.8134	139.124	36.8134	76691.4	13407.8	0	0	0	2000	10000
480	0	0.0105	0.0335	78	39.2671	137.892	38.2671	79719.7	13813.9	0	1	43	1956	10000
480	1	0.0115	0.056	79	36.1595	137.892	35.1595	73245.8	12692.1	0	0	0	2000	10000
481	0	0.0065	0.0385	80	36.9831	126.938	35.9831	74961.6	11957.5	1	1	56	1943	10000
481	1	0.008	0.0415	78	36.8061	126.938	35.8061	74593	11898.7	1	0	0	2000	10000
482	0	0.009	0.0395	77	37.8824	127.169	36.8824	76835	12278.6	1	0	45	1955	10000
482	1	0.0085	0.045	78	35.9903	127.169	34.9903	72893.4	11648.7	1	0	0	2000	10000
483	0	0.009	0.0515	78	37.7184	136.924	36.7184	76493.4	13161.7	5	0	41	1959	10000
483	1	0.0065	0.048	79	36.5424	136.924	35.5424	74043.4	12740.2	5	0	0	2000	10000
484	0	0.008	0.045	79	36.759	140.708	35.759	74494.7	13172.1	0	1	46	1953	10000
484	1	0.005	0.041	78	35.3287	140.708	34.3287	71515	12645.2	0	0	0	2000	10000
485	0	0.006	0.0445	80	36.0952	129.588	35.0952	73111.9	11905.9	2	0	41	1959	10000
485	1	0.007	0.0455	78	35.1876	129.588	34.1876	71221.1	11598	2	0	0	2000	10000
486	0	0.0095	0.0445	79	34.6503	150.885	33.6503	70101.9	13291.9	2	1	28	1971	10000
486	1	0.009	0.047	82	36.3893	150.885	35.3893	73724.5	13978.8	2	0	0	2000	10000
487	0	0.007	0.0395	79	35.0296	138.342	34.0296	70892.1	12324.3	1	0	29	1971	10000
487	1	0.007	0.048	84	35.5797	138.342	34.5797	72038.1	12523.5	1	0	0	2000	10000
488	0	0.01	0.0475	76	33.5749	133.008	32.5749	67861.6	11342.5	0	2	24	1974	10000
488	1	0.0105	0.052	79	36.1669	133.008	35.1669	73261.2	12245	0	0	0	2000	10000
489	0	0.009	0.0475	77	33.5203	144.758	32.5203	67747.8	12323.9	5	0	22	1978	10000
489	1	0.0065	0.039	80	35.7366	144.758	34.7366	72364.9	13163.8	5	0	0	2000	10000
490	0	0.009	0.038	78	33.6249	161.529	32.6249	67965.6	13795.9	0	0	31	1969	10000
490	1	0.0065	0.042	79	36.1172	161.529	35.1172	73157.8	14849.8	0	0	0	2000	10000
491	0	0.007	0.0485	78	34.1939	141.46	33.1939	69151	12292.6	0	0	34	1966	10000
491	1	0.007	0.0525	76	35.5136	141.46	34.5136	71900.2	12781.3	0	0	0	2000	10000
492	0	0.0085	0.043	76	34.3312	147.749	33.3312	69437.1	12892.2	1	1	31	1968	10000
492	1	0.009	0.0495	75	35.703	147.749	34.703	72294.8	13422.8	1	0	0	2000	10000
493	0	0.007	0.0415	79	34.5805	134.979	33.5805	69956.5	11866	0	1	29	1970	10000
493	1	0.008	0.046	74	36.097	134.979	35.097	73115.7	12401.9	0	0	0	2000	10000
494	0	0.0075	0.0515	78	34.6349	158.695	33.6349	70069.7	13973.5	1	0	31	1969	10000
494	1	0.0065	0.05	76	35.8478	158.695	34.8478	72596.4	14477.3	1	0	0	2000	10000
495	0	0.011	0.051	77	34.9145	125.574	33.9145	70652.3	11149	5	0	35	1965	10000
495	1	0.011	0.0455	74	35.6397	125.574	34.6397	72162.9	11387.4	5	0	0	2000	10000
496	0	0.0065	0.0435	78	34.2902	157.092	33.2902	69351.6	13690.5	0	0	36	1964	10000
496	1	0.007	0.0375	74	36.0284	157.092	35.0284	72972.7	14405.4	0	0	0	2000	10000
497	0	0.0105	0.0455	79	34.8655	141.675	33.8655	70550.2	12560.3	2	0	46	1954	10000
497	1	0.012	0.0465	74	37.789	141.675	36.789	76640.4	13644.6	2	0	0	2000	10000
498	0	0.011	0.045	79	35.4357	141.782	34.4357	71738	12781.5	1	0	43	1957	10000
498	1	0.0095	0.0405	71	36.9698	141.782	35.9698	74933.8	13350.9	1	0	0	2000	10000
499	0	0.008	0.0385	81	35.5612	135.895	34.5612	71999.5	12295.5	1	0	32	1968	10000
499	1	0.009	0.0485	71	37.9258	135.895	36.9258	76925.6	13136.7	1	0	0	2000	10000
500	0	0.009	0.055	79	33.749	125.236	32.749	68224.2	10736.8	2	0	29	1971	10000
500	1	0.009	0.0405	70	38.0762	125.236	37.0762	77238.8	12155.5	2	0	0	2000	10000
501	0	0.0055	0.0425	81	34.3038	131.719	33.3038	69380.1	11484	1	0	27	1973	10000
501	1	0.007	0.0545	68	37.7152	131.719	36.7152	76486.8	12660.3	1	0	0	2000	10000
502	0	0.008	0.05	81	34.8341	157.672	33.8341	70484.7	13965.6	0	0	23	1977	10000
502	1	0.0065	0.0375	70	37.27	157.672	36.27	75559.2	14971.1	0	0	0	2000	10000
503	0	0.0085	0.053	80	34.8141	165.277	33.8141	70443	14630.5	2	0	27	1973	10000
503	1	0.0105	0.054	72	36.1952	165.277	35.1952	73320.1	15228.1	2	0	0	2000	10000
504	0	0.011	0.0455	80	34.5708	147.313	33.5708	69936.2	12946.5	0	1	30	1969	10000
504	1	0.007	0.0415	72	37.9111	147.313	36.9111	76894.9	14234.7	0	0	0	2000	10000
505	0	0.0105	0.0475	78	34.6191	143.862	33.6191	70036.9	12661.4	3	1	28	1971	10000
505	1	0.0085	0.045	72	37.5157	143.862	36.5157	76071.2	13752.3	3	0	0	2000	10000
506	0	0.0065	0.0465	77	33.4216	140.364	32.4216	67542.2	11913.5	1	1	33	1966	10000
506	1	0.009	0.043	71	37.1955	140.364	36.1955	75404	13300.2	1	0	0	2000	10000
507	0	0.006	0.0515	77	34.7855	114.986	33.7855	70383.4	10170.1	2	0	26	1974	10000
507	1	0.005	0.043	72	38.1018	114.986	37.1018	77292.1	11168.3	2	0	0	2000	10000
508	0	0.0075	0.0495	76	33.4406	126.541	32.4406	67581.8	10746.6	3	0	28	1972	10000
508	1	0.0075	0.054	72	38.5481	126.541	37.5481	78221.9	12438.5	3	0	0	2000	10000
509	0	0.008	0.0405	76	34.64	144.298	33.64	70080.3	12707.7	2	2	32	1966	10000
509	1	0.0095	0.0465	72	37.6492	144.298	36.6492	76349.2	13844.5	2	0	0	2000	10000
510	0	0.0075	0.0495	78	34.2193	155.298	33.2193	69204	13505.4	2	1	29	1970	10000
510	1	0.01	0.054	71	38.5657	155.298	37.5657	78258.6	15272.5	2	0	0	2000	10000
511	0	0.0105	0.048	77	33.3358	136.446	32.3358	67363.5	11550.3	1	1	37	1962	10000
511	1	0.0115	0.047	70	37.407	136.446	36.407	75844.6	13004.5	1	0	0	2000	10000
512	0	0.009	0.06	77	33.0342	123.016	32.0342	66735.2	10316.4	4	0	35	1965	10000
512	1	0.0095	0.041	70	37.9185	123.016	36.9185	76910.2	11889.3	4	0	0	2000	10000
513	0	0.008	0.0475	77	33.3538	140.238	32.3538	67400.8	11877.9	4	1	27	1972	10000
513	1	0.0075	0.054	73	37.6671	140.238	36.6671	76386.5	13461.5	4	0	0	2000	10000
514	0	0.005	0.051	78	34.351	125.338	33.351	69478.3	10943.1	3	0	22	1978	10000
514	1	0.0055	0.0395	73	36.9725	125.338	35.9725	74939.5	11803.3	3	0	0	2000	10000
515	0	0.012	0.0535	75	34.0672	122.804	33.0672	68887.1	10630.6	5	0	26	1974	10000
515	1	0.013	0.0415	71	37.3659	122.804	36.3659	75759.1	11691.1	5	0	0	2000	10000
516	0	0.012	0.0565	76	34.7837	119.142	33.7837	70379.6	10537.1	2	0	31	1969	10000
516	1	0.0095	0.0405	71	37.6886	119.142	36.6886	76431.3	11443.1	2	0	0	2000	10000
517	0	0.009	0.0465	79	35.2938	136.567	34.2938	71442.3	12260.5	3	0	38	1962	10000
517	1	0.009	0.0485	71	38.298	136.567	37.298	77700.9	13334.6	3	0	0	2000	10000
518	0	0.0105	0.05	77	34.3046	141.705	33.3046	69381.6	12354.9	2	0	38	1962	10000
518	1	0.009	0.05	71	38.1049	141.705	37.1049	77298.5	13764.7	2	0	0	2000	10000
519	0	0.01	0.05	79	34.7574	139.518	33.7574	70324.9	12329.6	3	0	40	1960	10000
519	1	0.008	0.0405	74	38.5076	139.518	37.5076	78137.6	13699.3	3	0	0	2000	10000
520	0	0.007	0.056	79	34.951	136.539	33.951	70728.2	12135.5	3	1	47	1952	10000
520	1	0.0095	0.044	71	35.837	136.539	34.837	72574	12452.2	3	0	0	2000	10000
521	0	0.014	0.062	77	34.8387	128.284	33.8387	70494.2	11364.1	5	0	51	1949	10000
521	1	0.01	0.044	71	37.1009	128.284	36.1009	75207.1	12123.9	5	0	0	2000	10000
522	0	0.011	0.053	79	35.202	127.281	34.202	71251.1	11396.3	10	0	49	1951	10000
522	1	0.0095	0.0475	71	35.8235	127.281	34.8235	72545.9	11603.4	10	0	0	2000	10000
523	0	0.0065	0.0485	78	35.2867	137.461	34.2867	71427.7	12338.3	4	2	59	1939	10000
523	1	0.009	0.042	70	36.4524	137.461	35.4524	73856.1	12757.8	4	0	0	2000	10000
524	0	0.007	0.055	79	33.4792	127.679	32.4792	67662.2	10856.1	8	0	56	1944	10000
524	1	0.0095	0.0435	72	36.3331	127.679	35.3331	73607.5	11810	8	0	0	2000	10000
525	0	0.0075	0.055	80	33.7169	138.955	32.7169	68157.2	11901.4	3	1	61	1938	10000
525	1	0.0095	0.0475	73	36.1871	138.955	35.1871	73303.4	12800	3	0	0	2000	10000
526	0	0.01	0.0525	79	34.2764	126.78	33.2764	69322.8	11044.2	6	1	70	1929	10000
526	1	0.009	0.048	72	36.0216	126.78	35.0216	72958.6	11623.5	6	0	0	2000	10000
527	0	0.0085	0.046	79	34.2516	136.273	33.2516	69271.1	11862.3	1	0	65	1935	10000
527	1	0.0065	0.0475	72	35.7854	136.273	34.7854	72466.5	12409.5	1	0	0	2000	10000
528	0	0.006	0.046	79	33.2916	132.183	32.2916	67271.3	11174.2	6	1	67	1932	10000
528	1	0.006	0.049	70	34.2031	132.183	33.2031	69170.2	11489.6	6	0	0	2000	10000
529	0	0.006	0.054	78	32.9106	124.032	31.9106	66477.5	10361.4	5	3	61	1936	10000
529	1	0.0065	0.0435	71	34.6215	124.032	33.6215	70041.9	10917	5	0	0	2000	10000
530	0	0.005	0.047	78	32.582	145.904	31.582	65793.1	12063	12	3	75	1922	10000
530	1	0.0075	0.046	69	34.7482	145.904	33.7482	70305.7	12890.4	12	0	0	2000	10000
531	0	0.0075	0.047	79	32.2494	130.91	31.2494	65100	10709.3	4	1	57	1942	10000
531	1	0.008	0.0435	72	34.7479	130.91	33.7479	70305.1	11565.6	4	0	0	2000	10000
532	0	0.006	0.0495	78	32.199	158.357	31.199	64995.1	12933.9	3	1	64	1935	10000
532	1	0.0065	0.049	70	33.4725	158.357	32.4725	67648.2	13461.8	3	0	0	2000	10000
533	0	0.008	0.054	79	31.568	119.455	30.568	63680.7	9559.2	6	1	57	1942	10000
533	1	0.0085	0.045	70	33.6998	119.455	32.6998	68121.7	10225.8	6	0	0	2000	10000
534	0	0.008	0.0445	80	32.4537	127.245	31.4537	65525.8	10477.6	5	2	50	1948	10000
534	1	0.0065	0.0445	69	34.5267	127.245	33.5267	69844.2	11168.1	5	0	0	2000	10000
535	0	0.0075	0.0535	78	33.6177	162.221	32.6177	67950.6	13852	2	0	45	1955	10000
535	1	0.0075	0.048	68	34.6589	162.221	33.6589	70119.7	14294.2	2	0	0	2000	10000
536	0	0.0065	0.0515	77	32.1814	132.871	31.1814	64958.4	10846.2	2	0	29	1971	10000
536	1	0.007	0.0405	69	34.6448	132.871	33.6448	70090.3	11703.1	2	0	0	2000	10000
537	0	0.007	0.049	78	33.2628	142.584	32.2628	67211.3	12042.7	3	0	32	1968	10000
537	1	0.0075	0.047	70	35.3535	142.584	34.3535	71566.7	12823.1	3	0	0	2000	10000
538	0	0.008	0.047	77	32.0808	159.486	31.0808	64749	12976.7	2	0	41	1959	10000
538	1	0.0085	0.051	70	35.8201	159.486	34.8201	72538.9	14537.9	2	0	0	2000	10000
539	0	0.0085	0.046	77	32.8527	145.656	31.8527	66357	12145.8	6	0	43	1957	10000
539	1	0.0085	0.0415	71	35.5503	145.656	34.5503	71976.8	13174.4	6	0	0	2000	10000
540	0	0.01	0.0525	78	33.4801	132.383	32.4801	67664	11256.4	3	0	36	1964	10000
540	1	0.011	0.048	68	35.7505	132.383	34.7505	72393.8	12043.2	3	0	0	2000	10000
541	0	0.01	0.0415	77	33.601	117.919	32.601	67915.9	10063.9	1	0	25	1975	10000
541	1	0.0095	0.042	69	36.6478	117.919	35.6478	74263.1	11004.4	1	0	0	2000	10000
542	0	0.0075	0.056	77	32.8672	134.395	31.8672	66387.1	11211.8	1	0	30	1970	10000
542	1	0.0065	0.0445	67	36.328	134.395	35.328	73596.8	12429.5	1	0	0	2000	10000
543	0	0.007	0.0415	77	32.202	145.068	31.202	65001.3	11849.6	3	0	35	1965	10000
543	1	0.0085	0.041	68	36.0824	145.068	35.0824	73085.1	13323.2	3	0	0	2000	10000
544	0	0.013	0.0505	78	31.9781	147.826	30.9781	64535	11988.3	4	0	29	1971	10000
544	1	0.0065	0.05	68	35.3279	147.826	34.3279	71513.4	13284.6	4	0	0	2000	10000
545	0	0.0055	0.0415	77	33.3042	114.146	32.3042	67297.5	9653.13	3	0	29	1971	10000
545	1	0.007	0.044	67	35.4884	114.146	34.4884	71847.7	10305.8	3	0	0	2000	10000
546	0	0.009	0.0425	77	33.1687	128.864	32.1687	67015.3	10852.1	2	0	30	1970	10000
546	1	0.0085	0.0455	67	36.2633	128.864	35.2633	73462	11896.1	2	0	0	2000	10000
547	0	0.0065	0.042	78	33.0551	134.165	32.0551	66778.7	11258.6	0	1	25	1974	10000
547	1	0.0055	0.0425	67	36.0386	134.165	35.0386	72994.1	12306.5	0	0	0	2000	10000
548	0	0.005	0.045	77	33.0267	127.775	32.0267	66719.5	10712.9	0	0	24	1976	10000
548	1	0.0045	0.0465	66	35.8703	127.775	34.8703	72643.3	11664.1	0	0	0	2000	10000
549	0	0.006	0.0465	75	33.5785	148.136	32.5785	67868.9	12634	6	0	29	1971	10000
549	1	0.0045	0.0385	67	36.6577	148.136	35.6577	74283.8	13828.2	6	0	0	2000	10000
550	0	0.0085	0.0485	76	34.0993	153.785	33.0993	68953.9	13325.5	2	0	26	1974	10000
550	1	0.013	0.046	69	36.4636	153.785	35.4636	73879.3	14277.4	2	0	0	2000	10000
551	0	0.009	0.0485	74	32.5879	134.457	31.5879	65805.3	11118.7	1	0	26	1974	10000
551	1	0.01	0.0415	68	36.0368	134.457	35.0368	72990.3	12332.7	1	0	0	2000	10000
552	0	0.009	0.0465	74	32.0006	135.287	31.0006	64581.9	10979.4	3	1	20	1979	10000
552	1	0.009	0.0475	69	35.7759	135.287	34.7759	72446.8	12316.5	3	0	0	2000	10000
553	0	0.0045	0.0395	72	33.1979	119.071	32.1979	67076.1	10036.5	1	0	21	1979	10000
553	1	0.0045	0.043	69	34.7423	119.071	33.7423	70293.4	10517.9	1	0	0	2000	10000
554	0	0.009	0.0485	74	33.6202	159.426	32.6202	67955.9	13614.3	4	1	26	1973	10000
554	1	0.011	0.051	67	35.7084	159.426	34.7084	72306.1	14485.9	4	0	0	2000	10000
555	0	0.0095	0.045	75	34.2962	153.125	33.2962	69364.1	13347.3	9	0	21	1979	10000
555	1	0.01	0.0425	66	36.2161	153.125	35.2161	73363.8	14116.9	9	0	0	2000	10000
556	0	0.008	0.0485	74	33.3311	134.387	32.3311	67353.6	11374.4	1	0	23	1977	10000
556	1	0.0075	0.0465	66	35.9646	134.387	34.9646	72839.8	12300.9	1	0	0	2000	10000
557	0	0.011	0.0545	71	33.0554	124.807	32.0554	66779.2	10473.5	3	0	10	1990	10000
557	1	0.008	0.051	65	35.4376	124.807	34.4376	71741.9	11251.8	3	0	0	2000	10000
558	0	0.0045	0.04	72	32.7367	153.595	31.7367	66115.3	12761.2	2	1	10	1989	10000
558	1	0.009	0.0445	65	34.9903	153.595	33.9903	70810	13667.3	2	0	0	2000	10000
559	0	0.0085	0.0435	70	34.3127	160.28	33.3127	69398.5	13977.8	4	0	6	1994	10000
559	1	0.008	0.045	66	34.0203	160.28	33.0203	68789.3	13855.1	4	0	0	2000	10000
560	0	0.0065	0.038	72	32.6994	142.082	31.6994	66037.6	11790.7	3	0	11	1989	10000
560	1	0.0105	0.045	65	33.8663	142.082	32.8663	68468.6	12224.7	3	0	0	2000	10000
561	0	0.0105	0.042	73	32.3226	113.414	31.3226	65252.6	9299.81	3	0	8	1992	10000
561	1	0.01	0.036	66	33.1691	113.414	32.1691	67016.2	9551.15	3	0	0	2000	10000
562	0	0.0075	0.0505	73	31.8067	158.638	30.8067	64178	12793.9	3	0	4	1996	10000
562	1	0.01	0.0575	66	33.5187	158.638	32.5187	67744.3	13504.8	3	0	0	2000	10000
563	0	0.008	0.057	72	31.3807	135.22	30.3807	63290.4	10754.5	4	0	3	1997	10000
563	1	0.006	0.0515	67	34.4591	135.22	33.4591	69703.6	11844.2	4	0	0	2000	10000
564	0	0.008	0.0525	73	32.2702	164.352	31.2702	65143.4	13454.1	2	0	3	1997	10000
564	1	0.0085	0.051	64	34.1086	164.352	33.1086	68973.3	14245.1	2	0	0	2000	10000
565	0	0.007	0.0425	72	31.739	145.381	30.739	64036.8	11698.9	5	0	2	1998	10000
565	1	0.0065	0.048	63	33.8385	145.381	32.8385	68410.7	12498	5	0	0	2000	10000
566	0	0.0085	0.0515	70	33.0464	149.968	32.0464	66760.5	12581.3	3	0	1	1999	10000
566	1	0.011	0.052	65	33.4177	149.968	32.4177	67534	12727.1	3	0	0	2000	10000
567	0	0.0065	0.0445	70	32.5806	128.209	31.5806	65790.1	10599.6	0	0	1	1999	10000
567	1	0.0065	0.0475	66	33.9875	128.209	32.9875	68720.9	11071.8	0	0	0	2000	10000
568	0	0.0055	0.045	70	32.2722	131.466	31.2722	65147.7	10762.7	3	0	1	1999	10000
568	1	0.0075	0.046	66	35.688	131.466	34.688	72263.6	11938.3	3	0	0	2000	10000
569	0	0.0085	0.053	72	32.3257	132.051	31.3257	65259.1	10829.1	1	0	0	2000	10000
