#Gen	m	ibd	hibd	ko	ke	s2	thke	Nke	Nbke	lethal	hoDel	he	hoDom	Nobs
707	0	0.0075	0.072	56	22.0681	165.152	21.0681	43889.9	9108.73	2	1	25	1974	10000
707	1	0.0055	0.054	59	24.8487	165.152	23.8487	49682.7	10310.9	2	0	0	2000	10000
708	0	0.009	0.068	57	22.6966	142.452	21.6966	45199.4	8091.19	3	0	27	1973	10000
708	1	0.009	0.0625	59	25.5031	142.452	24.5031	51046	9137.79	3	0	0	2000	10000
709	0	0.01	0.0715	58	23.1645	144.53	22.1645	46174.1	8386.25	0	1	33	1966	10000
709	1	0.0085	0.058	58	25.985	144.53	24.985	52049.9	9453.42	0	0	0	2000	10000
710	0	0.007	0.07	56	23.1542	125.403	22.1542	46152.7	7273.02	1	0	35	1965	10000
710	1	0.008	0.0705	57	25.5932	125.403	24.5932	51233.7	8073.7	1	0	0	2000	10000
711	0	0.005	0.0565	57	23.7127	150.33	22.7127	47316.1	8938.52	1	0	33	1967	10000
711	1	0.0055	0.059	58	26.8011	150.33	25.8011	53750	10154	1	0	0	2000	10000
712	0	0.008	0.052	57	23.4405	138.972	22.4405	46749.1	8164.13	2	0	39	1961	10000
712	1	0.006	0.061	60	26.5305	138.972	25.5305	53186.2	9288.29	2	0	0	2000	10000
713	0	0.009	0.0625	56	23.4309	138.074	22.4309	46729	8107.89	1	0	45	1955	10000
713	1	0.008	0.0565	60	27.1888	138.074	26.1888	54557.6	9466.24	1	0	0	2000	10000
714	0	0.0095	0.0635	58	23.5048	143.039	22.5048	46883	8427.12	4	1	40	1959	10000
714	1	0.008	0.0545	59	27.8787	143.039	26.8787	55995	10065	4	0	0	2000	10000
715	0	0.006	0.067	57	24.2484	133.864	23.2484	48432.1	8147.17	1	0	49	1951	10000
715	1	0.0085	0.0585	59	27.8151	133.864	26.8151	55862.3	9397.08	1	0	0	2000	10000
716	0	0.0055	0.0675	56	25.0145	124.722	24.0145	50028.2	7840.94	2	0	39	1961	10000
716	1	0.009	0.0595	58	27.5088	124.722	26.5088	55224.3	8655.33	2	0	0	2000	10000
717	0	0.0105	0.0615	58	24.2044	141.9	23.2044	48340.4	8619.9	4	0	35	1965	10000
717	1	0.0085	0.0555	57	27.9917	141.9	26.9917	56230.3	10026.8	4	0	0	2000	10000
718	0	0.0085	0.0605	58	23.394	134.033	22.394	46652.2	7857.67	2	0	30	1970	10000
718	1	0.0085	0.048	57	27.7868	134.033	26.7868	55803.6	9399.04	2	0	0	2000	10000
719	0	0.008	0.073	57	23.0942	151.855	22.0942	46027.5	8783.29	0	1	9	1990	10000
719	1	0.01	0.056	57	27.5772	151.855	26.5772	55366.8	10565.5	0	0	0	2000	10000
720	0	0.0085	0.0525	56	23.5882	131.629	22.5882	47056.8	7783.66	1	0	13	1987	10000
720	1	0.009	0.0515	58	27.8679	131.629	26.8679	55972.3	9258.37	1	0	0	2000	10000
721	0	0.006	0.056	57	23.8027	153.723	22.8027	47503.7	9176.49	1	0	4	1996	10000
721	1	0.0065	0.061	58	28.4936	153.723	27.4936	57275.9	11064.2	1	0	0	2000	10000
722	0	0.0085	0.0625	57	23.3962	138.95	22.3962	46656.7	8146.74	1	0	1	1999	10000
722	1	0.01	0.0535	58	27.4666	138.95	26.4666	55136.4	9627.36	1	0	0	2000	10000
723	0	0.01	0.059	57	23.7959	137.566	22.7959	47489.5	8209.54	0	0	2	1998	10000
723	1	0.008	0.0505	57	27.3764	137.566	26.3764	54948.6	9499	0	0	0	2000	10000
724	0	0.011	0.0625	58	23.2996	132.883	22.2996	46455.5	7757.43	1	0	2	1998	10000
724	1	0.01	0.0625	57	27.0858	132.883	26.0858	54343.1	9074.55	1	0	0	2000	10000
725	0	0.0075	0.049	60	24.0781	132.992	23.0781	48077.4	8034.8	0	0	3	1997	10000
725	1	0.007	0.0595	57	27.5573	132.992	26.5573	55325.4	9246.11	0	0	0	2000	10000
726	0	0.0105	0.0645	59	23.8192	162.83	22.8192	47538.1	9727.13	1	0	4	1996	10000
726	1	0.01	0.061	58	27.9054	162.83	26.9054	56050.5	11468.9	1	0	0	2000	10000
727	0	0.007	0.0545	57	23.5226	131.799	22.5226	46920	7771.06	0	0	6	1994	10000
727	1	0.0095	0.0565	57	27.7103	131.799	26.7103	55644.2	9215.99	0	0	0	2000	10000
728	0	0.01	0.068	57	22.3773	129.387	21.3773	44534.2	7240.91	1	0	4	1996	10000
728	1	0.0125	0.0535	56	28.2777	129.387	27.2777	56826.2	9239.5	1	0	0	2000	10000
729	0	0.006	0.0665	58	22.8409	136.618	21.8409	45499.9	7811.36	0	0	6	1994	10000
729	1	0.0065	0.064	57	26.8905	136.618	25.8905	53936.2	9259.7	0	0	0	2000	10000
730	0	0.0125	0.056	57	23.8012	136.739	22.8012	47500.6	8162.09	3	0	7	1993	10000
730	1	0.01	0.059	58	27.254	136.739	26.254	54693.5	9398.06	3	0	0	2000	10000
731	0	0.0085	0.0625	57	24.1245	127.076	23.1245	48174	7692.8	0	0	9	1991	10000
731	1	0.0055	0.062	57	26.2405	127.076	25.2405	52582.2	8396.73	0	0	0	2000	10000
732	0	0.009	0.063	59	24.526	149.787	23.526	49010.5	9225.16	0	0	10	1990	10000
732	1	0.007	0.0555	57	27.3304	149.787	26.3304	54852.7	10324.8	0	0	0	2000	10000
733	0	0.0095	0.0535	57	24.3582	148.626	23.3582	48660.8	9088.34	0	0	6	1994	10000
733	1	0.006	0.044	58	28.6121	148.626	27.6121	57522.8	10743.5	0	0	0	2000	10000
734	0	0.0075	0.0595	58	23.7449	155.024	22.7449	47383.3	9230.71	2	0	8	1992	10000
734	1	0.007	0.056	57	27.3749	155.024	26.3749	54945.5	10703.9	2	0	0	2000	10000
735	0	0.01	0.0625	59	23.5233	149.727	22.5233	46921.5	8828.36	1	1	10	1989	10000
735	1	0.0095	0.066	57	27.9812	149.727	26.9812	56208.5	10575.7	1	0	0	2000	10000
736	0	0.011	0.0495	56	23.4422	149.363	22.4422	46752.6	8775.25	4	0	6	1994	10000
736	1	0.0115	0.0575	57	27.9019	149.363	26.9019	56043.2	10519.1	4	0	0	2000	10000
737	0	0.0145	0.0705	55	24.4671	149.31	23.4671	48887.7	9172.74	2	0	16	1984	10000
737	1	0.0115	0.0635	57	28.9405	149.31	27.9405	58207	10921.3	2	0	0	2000	10000
738	0	0.013	0.069	54	24.1962	155.785	23.1962	48323.4	9460.06	2	0	12	1988	10000
738	1	0.0105	0.0555	58	28.3747	155.785	27.3747	57028.3	11164.2	2	0	0	2000	10000
739	0	0.011	0.0585	54	23.3496	145.355	22.3496	46559.6	8504.52	2	0	11	1989	10000
739	1	0.0065	0.0485	57	27.3232	145.355	26.3232	54837.8	10016.6	2	0	0	2000	10000
740	0	0.007	0.0655	54	22.5133	130.357	21.5133	44817.5	7341.62	4	0	2	1998	10000
740	1	0.006	0.0405	57	28.8201	130.357	27.8201	57956.1	9493.86	4	0	0	2000	10000
741	0	0.008	0.0635	54	22.5688	155.554	21.5688	44933	8783.28	1	0	4	1996	10000
741	1	0.011	0.0515	57	27.9915	155.554	26.9915	56229.9	10991.5	1	0	0	2000	10000
742	0	0.0095	0.065	55	22.4977	160.894	21.4977	44785	9054.87	1	0	2	1998	10000
742	1	0.011	0.058	57	27.4168	160.894	26.4168	55032.6	11126.8	1	0	0	2000	10000
743	0	0.01	0.0695	54	23.3863	135.521	22.3863	46636.1	7942.14	6	0	2	1998	10000
743	1	0.0125	0.0535	56	26.9447	135.521	25.9447	54049.2	9204.61	6	0	0	2000	10000
744	0	0.0095	0.0675	55	23.6511	128.1	22.6511	47187.7	7596.03	1	0	0	2000	10000
744	1	0.0105	0.059	55	27.2316	128.1	26.2316	54646.9	8796.76	1	0	0	2000	10000
745	0	0.0075	0.064	56	24.6529	143.976	23.6529	49274.7	8915.03	0	0	0	2000	10000
745	1	0.008	0.057	54	27.5533	143.976	26.5533	55317.1	10008.3	0	0	0	2000	10000
746	0	0.009	0.055	58	24.6293	134.784	23.6293	49225.7	8337.55	1	0	0	2000	10000
746	1	0.012	0.0555	54	27.559	134.784	26.559	55329	9371.29	1	0	0	2000	10000
747	0	0.0085	0.057	55	23.8943	123.908	22.8943	47694.4	7426.39	0	0	0	2000	10000
747	1	0.011	0.0555	54	28.7035	123.908	27.7035	57713.1	8986.37	0	0	0	2000	10000
748	0	0.0075	0.0555	55	23.9946	126.906	22.9946	47903.4	7639.37	1	0	1	1999	10000
748	1	0.0045	0.0495	54	28.0664	126.906	27.0664	56386	8992.12	1	0	0	2000	10000
749	0	0.0075	0.061	54	23.9325	131.588	22.9325	47773.9	7899.83	1	0	1	1999	10000
749	1	0.0065	0.0515	55	27.8852	131.588	26.8852	56008.4	9261.46	1	0	0	2000	10000
750	0	0.0095	0.0595	55	23.2855	128.428	22.2855	46426.2	7492.63	0	0	1	1999	10000
750	1	0.0085	0.0515	55	27.8668	128.428	26.8668	55970.1	9032.9	0	0	0	2000	10000
751	0	0.013	0.054	54	24.2305	153.144	23.2305	48394.7	9313.41	2	0	2	1998	10000
751	1	0.0095	0.0575	56	26.9913	153.144	25.9913	54146.2	10420.3	2	0	0	2000	10000
752	0	0.0105	0.0555	55	24.351	126.339	23.351	48645.8	7723.12	3	0	1	1999	10000
752	1	0.0145	0.0595	55	27.3126	126.339	26.3126	54815.6	8702.66	3	0	0	2000	10000
753	0	0.0105	0.059	54	23.5769	165.153	22.5769	47033.2	9761.14	1	0	0	2000	10000
753	1	0.012	0.0575	55	27.569	165.153	26.569	55349.7	11487.1	1	0	0	2000	10000
754	0	0.0095	0.0615	54	23.788	136.881	22.788	47473	8165.81	1	0	0	2000	10000
754	1	0.0085	0.045	54	27.6126	136.881	26.6126	55440.5	9536.3	1	0	0	2000	10000
755	0	0.009	0.0575	54	24.8697	132.653	23.8697	49726.5	8289.21	0	0	1	1999	10000
755	1	0.0085	0.051	54	28.2898	132.653	27.2898	56851.4	9476.91	0	0	0	2000	10000
756	0	0.0065	0.062	55	24.3981	154.219	23.3981	48744	9446.43	4	0	1	1999	10000
756	1	0.0075	0.0545	53	27.0428	154.219	26.0428	54253.6	10514.2	4	0	0	2000	10000
757	0	0.006	0.06	54	23.2587	164.578	22.2587	46370.4	9590.06	2	0	1	1999	10000
757	1	0.0055	0.051	52	27.1314	164.578	26.1314	54438.2	11258.6	2	0	0	2000	10000
758	0	0.0065	0.0675	54	23.4251	147.32	22.4251	46717	8648.59	3	0	0	2000	10000
758	1	0.008	0.056	52	25.8486	147.32	24.8486	51765.6	9583.23	3	0	0	2000	10000
759	0	0.0055	0.0645	55	24.0479	125.952	23.0479	48014.3	7599.54	1	0	1	1999	10000
759	1	0.006	0.061	53	25.9578	125.952	24.9578	51993.1	8229.29	1	0	0	2000	10000
760	0	0.0065	0.051	56	24.3746	115.048	23.3746	48694.9	7040.02	2	0	0	2000	10000
760	1	0.0065	0.062	53	26.3502	115.048	25.3502	52810.7	7635.05	2	0	0	2000	10000
761	0	0.0105	0.058	57	24.8694	113.197	23.8694	49725.7	7073.36	0	0	0	2000	10000
761	1	0.008	0.0535	54	26.3844	113.197	25.3844	52881.8	7522.31	0	0	0	2000	10000
762	0	0.0075	0.0545	57	24.1633	149.663	23.1633	48254.8	9075.38	0	0	0	2000	10000
762	1	0.0085	0.052	53	26.7645	149.663	25.7645	53673.8	10094.6	0	0	0	2000	10000
763	0	0.008	0.052	54	24.2236	141.477	23.2236	48380.4	8601.34	0	0	3	1997	10000
763	1	0.0095	0.0515	52	26.4243	141.477	25.4243	52965	9416.42	0	0	0	2000	10000
764	0	0.0075	0.07	53	23.2685	123.75	22.2685	46390.7	7214.17	1	0	2	1998	10000
764	1	0.007	0.0525	52	25.1485	123.75	24.1485	50307.1	7823.22	1	0	0	2000	10000
765	0	0.0065	0.066	54	24.0901	137.909	23.0901	48102.4	8336.21	0	0	0	2000	10000
765	1	0.005	0.0545	53	24.8247	137.909	23.8247	49632.6	8601.4	0	0	0	2000	10000
766	0	0.006	0.055	54	23.3039	139.707	22.3039	46464.5	8157.36	1	0	1	1999	10000
766	1	0.006	0.056	52	24.9244	139.707	23.9244	49840.5	8750.04	1	0	0	2000	10000
767	0	0.0075	0.0555	53	23.1406	115.546	22.1406	46124.3	6697.19	1	0	0	2000	10000
767	1	0.0095	0.068	52	25.7518	115.546	24.7518	51564	7487.04	1	0	0	2000	10000
768	0	0.006	0.063	53	22.316	130.115	21.316	44406.5	7260.79	0	0	2	1998	10000
768	1	0.0045	0.049	52	26.8793	130.115	25.8793	53912.9	8815.16	0	0	0	2000	10000
769	0	0.01	0.052	53	21.2817	134.459	20.2817	42251.7	7139.1	1	0	2	1998	10000
769	1	0.0115	0.0445	53	27.4082	134.459	26.4082	55014.8	9295.63	1	0	0	2000	10000
770	0	0.0065	0.0615	55	21.7276	156.416	20.7276	43180.6	8487.51	0	0	2	1998	10000
770	1	0.0085	0.0545	53	26.5925	156.416	25.5925	53315.4	10479.6	0	0	0	2000	10000
771	0	0.0095	0.0715	53	21.182	151.797	20.182	42043.9	8020.06	3	0	6	1994	10000
771	1	0.0075	0.046	54	28.2144	151.797	27.2144	56694.3	10814.7	3	0	0	2000	10000
772	0	0.007	0.0625	54	21.8894	121.678	20.8894	43517.8	6654.12	0	0	1	1999	10000
772	1	0.0115	0.0525	53	27.6974	121.678	26.6974	55617.2	8504.18	0	0	0	2000	10000
773	0	0.0085	0.0665	54	20.5433	146.16	19.5433	40713.4	7477.83	0	0	1	1999	10000
773	1	0.0075	0.0525	52	27.161	146.16	26.161	54499.8	10010	0	0	0	2000	10000
774	0	0.0075	0.064	55	20.2581	137.904	19.2581	40119.3	6952.5	1	0	3	1997	10000
774	1	0.01	0.056	52	27.5522	137.904	26.5522	55314.7	9585.8	1	0	0	2000	10000
775	0	0.0125	0.059	54	20.6231	153.695	19.6231	40879.7	7895.47	3	0	3	1997	10000
775	1	0.009	0.0465	52	28.1733	153.695	27.1733	56608.6	10933.3	3	0	0	2000	10000
776	0	0.0105	0.0735	54	20.4345	143.032	19.4345	40486.9	7277.11	0	0	7	1993	10000
776	1	0.011	0.0475	52	28.6101	143.032	27.6101	57518.5	10338.4	0	0	0	2000	10000
777	0	0.008	0.0755	55	20.5847	133.364	19.5847	40799.7	6837.65	2	0	7	1993	10000
777	1	0.01	0.0635	52	28.7812	133.364	27.7812	57875.1	9699.31	2	0	0	2000	10000
778	0	0.0065	0.068	53	20.5496	122.684	19.5496	40726.6	6278.78	3	0	9	1991	10000
778	1	0.0055	0.0475	52	29.3342	122.684	28.3342	59027.1	9100.16	3	0	0	2000	10000
779	0	0.0055	0.0595	55	20.601	138.258	19.601	40833.8	7094.46	3	0	4	1996	10000
779	1	0.005	0.048	52	29.747	138.258	28.747	59887	10404.8	3	0	0	2000	10000
780	0	0.007	0.077	55	20.6862	150.14	19.6862	41011.2	7737.66	0	0	2	1998	10000
780	1	0.0095	0.0535	52	29.5345	150.14	28.5345	59444.3	11215.5	0	0	0	2000	10000
781	0	0.0065	0.063	55	20.0492	142.439	19.0492	39684.2	7103.24	1	0	0	2000	10000
781	1	0.009	0.0505	51	29.1063	142.439	28.1063	58552.2	10480.5	1	0	0	2000	10000
782	0	0.008	0.0715	56	19.7876	149.852	18.7876	39139.2	7370.27	0	0	2	1998	10000
782	1	0.0055	0.045	50	28.4533	149.852	27.4533	57192	10769.8	0	0	0	2000	10000
783	0	0.007	0.0755	56	20.6638	143.107	19.6638	40964.6	7366.78	0	0	1	1999	10000
783	1	0.0085	0.06	50	28.6504	143.107	27.6504	57602.6	10358.9	0	0	0	2000	10000
784	0	0.0085	0.063	55	20.515	143.676	19.515	40654.5	7340.11	5	0	5	1995	10000
784	1	0.007	0.053	50	28.2191	143.676	27.2191	56704	10237.8	5	0	0	2000	10000
785	0	0.0115	0.068	56	21.0016	143.233	20.0016	41668.3	7499.97	1	0	4	1996	10000
785	1	0.0075	0.061	52	28.1516	143.233	27.1516	56563.4	10181	1	0	0	2000	10000
786	0	0.0075	0.063	55	21.0378	132.352	20.0378	41743.7	6942.76	1	0	4	1996	10000
786	1	0.0105	0.058	52	27.3808	132.352	26.3808	54957.6	9140.47	1	0	0	2000	10000
787	0	0.006	0.065	56	21.2408	136.644	20.2408	42166.6	7240.51	5	0	6	1994	10000
787	1	0.007	0.054	52	26.6069	136.644	25.6069	53345.4	9160.04	5	0	0	2000	10000
788	0	0.01	0.071	56	20.7075	146.647	19.7075	41055.5	7565.78	1	0	4	1996	10000
788	1	0.007	0.0675	53	26.1137	146.647	25.1137	52317.9	9641.24	1	0	0	2000	10000
789	0	0.008	0.0655	55	20.5833	136.753	19.5833	40796.8	7010.87	4	0	5	1995	10000
789	1	0.006	0.055	53	26.5069	136.753	25.5069	53137.2	9131.55	4	0	0	2000	10000
790	0	0.0085	0.069	55	20.2693	139.611	19.2693	40142.7	7042.66	1	0	4	1996	10000
790	1	0.007	0.0525	53	26.3856	139.611	25.3856	52884.4	9278.06	1	0	0	2000	10000
791	0	0.0055	0.0655	55	21.1169	147.804	20.1169	41908.4	7783.89	1	0	2	1998	10000
791	1	0.0075	0.054	54	26.529	147.804	25.529	53183.1	9878.01	1	0	0	2000	10000
792	0	0.0095	0.0705	55	20.1284	145.493	19.1284	39849.2	7285.68	5	0	3	1997	10000
792	1	0.008	0.048	55	25.9316	145.493	24.9316	51938.6	9496.01	5	0	0	2000	10000
793	0	0.008	0.0775	55	20.2575	163.374	19.2575	40118.1	8236.31	4	0	3	1997	10000
793	1	0.011	0.0655	53	26.9435	163.374	25.9435	54046.6	11095.8	4	0	0	2000	10000
794	0	0.008	0.072	56	20.0616	148.233	19.0616	39710	7396.98	0	0	3	1997	10000
794	1	0.0085	0.061	53	26.7205	148.233	25.7205	53582	9981	0	0	0	2000	10000
795	0	0.01	0.071	55	19.9432	162.965	18.9432	39463.2	8081.62	2	0	2	1998	10000
795	1	0.0105	0.0455	54	26.6176	162.965	25.6176	53367.7	10929.1	2	0	0	2000	10000
796	0	0.009	0.082	54	20.0389	139.742	19.0389	39662.6	6964.98	0	0	5	1995	10000
796	1	0.01	0.0475	53	26.9926	139.742	25.9926	54149	9508.87	0	0	0	2000	10000
797	0	0.0095	0.078	53	20.063	151.832	19.063	39713	7577.17	0	0	13	1987	10000
797	1	0.0085	0.0625	54	27.106	151.832	26.106	54385.1	10376.6	0	0	0	2000	10000
798	0	0.009	0.084	53	19.8579	135.578	18.8579	39285.7	6693.18	0	0	15	1985	10000
798	1	0.0095	0.045	54	27.4768	135.578	26.4768	55157.6	9397.31	0	0	0	2000	10000
799	0	0.0065	0.0555	54	20.7502	121.637	19.7502	41144.4	6289.05	2	0	14	1986	10000
799	1	0.0115	0.058	54	27.7912	121.637	26.7912	55812.6	8531.13	2	0	0	2000	10000
800	0	0.0085	0.082	54	21.1191	142.611	20.1191	41913	7511.24	1	0	16	1984	10000
800	1	0.007	0.054	53	26.5983	142.611	25.5983	53327.5	9556.84	1	0	0	2000	10000
801	0	0.006	0.0715	54	21.6082	125.047	20.6082	42932	6746.31	2	0	15	1985	10000
801	1	0.0075	0.054	53	25.3692	125.047	24.3692	50767	7977.49	2	0	0	2000	10000
802	0	0.0065	0.0615	55	22.1328	131.145	21.1328	44024.9	7255.37	1	1	14	1985	10000
802	1	0.007	0.064	55	25.1226	131.145	24.1226	50253.3	8281.83	1	0	0	2000	10000
803	0	0.0075	0.0735	55	21.0962	143.689	20.0962	41865.3	7559.42	0	0	23	1977	10000
803	1	0.007	0.055	53	23.3804	143.689	22.3804	46623.8	8418.64	0	0	0	2000	10000
804	0	0.006	0.0715	55	22.3434	141.252	21.3434	44463.5	7892.36	0	0	25	1975	10000
804	1	0.0075	0.0525	52	23.5317	141.252	22.5317	46939	8331.78	0	0	0	2000	10000
805	0	0.0085	0.0615	54	22.0525	138.56	21.0525	43857.6	7636.48	2	0	26	1974	10000
805	1	0.0085	0.0595	52	22.8786	138.56	21.8786	45578.6	7936.14	2	0	0	2000	10000
806	0	0.011	0.072	54	22.6131	134.634	21.6131	45025.4	7617.69	0	1	25	1974	10000
806	1	0.01	0.0525	53	23.2289	134.634	22.2289	46308.3	7834.74	0	0	0	2000	10000
807	0	0.008	0.0665	52	22.5598	141.469	21.5598	44914.4	7984.66	3	0	27	1973	10000
807	1	0.0035	0.045	50	23.4786	141.469	22.4786	46828.4	8324.93	3	0	0	2000	10000
808	0	0.01	0.0655	53	21.9558	131.535	20.9558	43656.1	7215.98	0	0	27	1973	10000
808	1	0.009	0.066	49	22.4232	131.535	21.4232	44629.8	7376.93	0	0	0	2000	10000
809	0	0.011	0.075	53	21.1319	138.572	20.1319	41939.6	7303.12	2	1	22	1977	10000
809	1	0.0125	0.0495	50	22.7092	138.572	21.7092	45225.6	7875.32	2	0	0	2000	10000
810	0	0.0075	0.0645	54	20.8372	159.435	19.8372	41325.8	8279.71	1	1	25	1974	10000
810	1	0.0065	0.0535	50	23.2956	159.435	22.2956	46447.1	9305.77	1	0	0	2000	10000
811	0	0.008	0.074	53	21.5659	128.417	20.5659	42843.8	6913.87	0	0	39	1961	10000
811	1	0.006	0.059	50	23.2654	128.417	22.2654	46384.2	7485.19	0	0	0	2000	10000
812	0	0.0085	0.0725	54	21.5532	127.863	20.5532	42817.3	6879.76	3	0	32	1968	10000
812	1	0.0095	0.0625	50	24.5559	127.863	23.5559	49072.8	7884.87	3	0	0	2000	10000
813	0	0.0065	0.066	54	21.7892	149.958	20.7892	43308.9	8161.25	4	0	38	1962	10000
813	1	0.0055	0.062	50	24.2126	149.958	23.2126	48357.4	9112.6	4	0	0	2000	10000
814	0	0.0085	0.062	56	21.4266	128.318	20.4266	42553.7	6861.75	6	1	46	1953	10000
814	1	0.0065	0.065	49	24.398	128.318	23.398	48743.7	7859.89	6	0	0	2000	10000
815	0	0.006	0.0625	55	21.3193	137.653	20.3193	42330.2	7322.25	3	3	47	1950	10000
815	1	0.012	0.0635	49	24.7717	137.653	23.7717	49522.3	8566.34	3	0	0	2000	10000
816	0	0.008	0.0665	53	22.0434	133.559	21.0434	43838.5	7357.62	2	0	52	1948	10000
816	1	0.011	0.051	49	25.2773	133.559	24.2773	50575.5	8488.32	2	0	0	2000	10000
817	0	0.0105	0.064	53	21.8007	124.817	20.8007	43332.9	6796.77	4	2	48	1950	10000
817	1	0.0085	0.0625	49	26.0036	124.817	25.0036	52088.6	8170.1	4	0	0	2000	10000
818	0	0.0085	0.063	55	22.2847	123.49	21.2847	44341.3	6881.01	2	1	44	1955	10000
818	1	0.0095	0.0495	48	26.2322	123.49	25.2322	52564.8	8157.15	2	0	0	2000	10000
819	0	0.006	0.06	55	22.0202	124.726	21.0202	43790.2	6863.46	5	1	39	1960	10000
819	1	0.0045	0.059	49	26.7704	124.726	25.7704	53686	8414.47	5	0	0	2000	10000
820	0	0.006	0.0665	54	21.5504	141.304	20.5504	42811.6	7601.99	1	0	34	1966	10000
820	1	0.0095	0.0595	48	26.3272	141.304	25.3272	52762.8	9369.01	1	0	0	2000	10000
821	0	0.0055	0.0675	55	21.6118	139.517	20.6118	42939.3	7528.22	1	0	35	1965	10000
821	1	0.0045	0.044	47	25.6744	139.517	24.6744	51402.7	9012.05	1	0	0	2000	10000
822	0	0.0055	0.0685	55	22.3645	135.614	21.3645	44507.6	7584.87	2	0	38	1962	10000
822	1	0.007	0.058	47	26.3435	135.614	25.3435	52796.8	8997.49	2	0	0	2000	10000
823	0	0.009	0.071	55	21.7563	149.175	20.7563	43240.4	8105.79	0	0	35	1965	10000
823	1	0.0075	0.0515	47	26.3817	149.175	25.3817	52876.2	9912.1	0	0	0	2000	10000
824	0	0.01	0.074	55	22.0432	122.874	21.0432	43838.1	6768.95	2	0	35	1965	10000
824	1	0.008	0.0515	48	26.1129	122.874	25.1129	52316.3	8078.05	2	0	0	2000	10000
825	0	0.0075	0.062	53	22.6676	129.758	21.6676	45138.9	7360.26	1	1	31	1968	10000
825	1	0.008	0.0555	46	27.465	129.758	26.465	55133	8989.9	1	0	0	2000	10000
826	0	0.007	0.066	53	22.1668	143.27	21.1668	44095.6	7938.92	2	0	28	1972	10000
826	1	0.0065	0.056	46	26.9665	143.27	25.9665	54094.6	9739.13	2	0	0	2000	10000
827	0	0.0145	0.064	53	22.0896	126.272	21.0896	43934.7	6971.47	0	0	24	1976	10000
827	1	0.01	0.058	46	27.3716	126.272	26.3716	54938.4	8717.52	0	0	0	2000	10000
828	0	0.008	0.0665	53	21.9026	141.389	20.9026	43545.3	7736.89	1	0	17	1983	10000
828	1	0.009	0.052	47	27.7555	141.389	26.7555	55738.3	9903.28	1	0	0	2000	10000
829	0	0.0045	0.0565	53	21.8796	138.935	20.8796	43497.2	7594.22	0	0	24	1976	10000
829	1	0.0065	0.0565	46	27.351	138.935	26.351	54895.6	9584.26	0	0	0	2000	10000
830	0	0.0075	0.0535	53	22.1985	135.381	21.1985	44161.6	7513.01	0	0	19	1981	10000
830	1	0.0115	0.055	46	26.2402	135.381	25.2402	52581.5	8945.44	0	0	0	2000	10000
831	0	0.009	0.07	53	21.6844	169.376	20.6844	43090.8	9171.61	0	0	22	1978	10000
831	1	0.0085	0.054	46	25.7295	169.376	24.7295	51517.6	10965.2	0	0	0	2000	10000
832	0	0.0085	0.062	52	21.5779	140.425	20.5779	42868.8	7564.74	0	0	28	1972	10000
832	1	0.0095	0.0515	46	26.0216	140.425	25.0216	52126.1	9198.32	0	0	0	2000	10000
833	0	0.0075	0.0655	52	21.1479	133.147	20.1479	41973	7022.79	2	0	37	1963	10000
833	1	0.009	0.058	45	26.4006	133.147	25.4006	52915.7	8853.69	2	0	0	2000	10000
834	0	0.007	0.065	53	21.3442	133.089	20.3442	42382	7088.14	1	0	30	1970	10000
834	1	0.0075	0.048	46	25.9828	133.089	24.9828	52045.3	8704.28	1	0	0	2000	10000
835	0	0.0065	0.0595	51	21.2442	142.405	20.2442	42173.7	7547.03	0	0	25	1975	10000
835	1	0.0035	0.0565	46	25.6134	142.405	24.6134	51275.8	9175.87	0	0	0	2000	10000
836	0	0.012	0.0665	52	21.491	117.35	20.491	42687.9	6295.04	1	0	15	1985	10000
836	1	0.0135	0.0535	46	26.0087	117.35	25.0087	52099.3	7682.91	1	0	0	2000	10000
837	0	0.0065	0.069	52	21.4562	135.593	20.4562	42615.3	7261.3	2	0	6	1994	10000
837	1	0.0085	0.0585	45	26.2338	135.593	25.2338	52568.2	8957.18	2	0	0	2000	10000
838	0	0.01	0.0665	52	21.1481	140.018	20.1481	41973.5	7385.32	0	0	8	1992	10000
838	1	0.011	0.0585	46	25.3514	140.018	24.3514	50730	8926.04	0	0	0	2000	10000
839	0	0.008	0.07	52	20.935	142.76	19.935	41529.5	7450.27	0	0	16	1984	10000
839	1	0.0075	0.0705	47	24.8561	142.76	23.8561	49698.2	8915.71	0	0	0	2000	10000
840	0	0.007	0.0685	52	20.6293	150.35	19.6293	40892.6	7726.04	1	0	22	1978	10000
840	1	0.007	0.053	47	24.8128	150.35	23.8128	49607.9	9372.66	1	0	0	2000	10000
841	0	0.007	0.0695	52	20.2328	118.779	19.2328	40066.7	5980.43	1	1	22	1977	10000
841	1	0.008	0.0495	47	25.6258	118.779	24.6258	51301.6	7657.38	1	0	0	2000	10000
842	0	0.0065	0.071	53	20.0085	141.679	19.0085	39599.3	7050.2	1	0	33	1967	10000
842	1	0.0075	0.0565	47	25.5053	141.679	24.5053	51050.6	9088.98	1	0	0	2000	10000
843	0	0.0075	0.068	53	21.5423	138.758	20.5423	42794.7	7462.02	2	0	33	1967	10000
843	1	0.01	0.0605	47	25.9964	138.758	24.9964	52073.6	9079.97	2	0	0	2000	10000
844	0	0.0085	0.071	53	21.8012	137.807	20.8012	43334	7504.29	0	0	32	1968	10000
